source,category_name,article_id,url,title,published_date,tags,thumbnail_url,is_meme_related,meme_signal_terms,heading_count,detail_fetch_status,list_page,list_position,content_hash,parser_version,collected_at
gogumafarm,최신 밈과 트렌드,%eb%84%88-%ec%98%a4%eb%8a%98-%ec%95%84%ed%8b%b0%ed%81%b4-%eb%aa%87-%ea%b0%9c-%eb,https://gogumafarm.kr/%eb%84%88-%ec%98%a4%eb%8a%98-%ec%95%84%ed%8b%b0%ed%81%b4-%eb%aa%87-%ea%b0%9c-%eb%b3%bc-%ea%b1%b0%ec%95%bc-%eb%94%b0%eb%9d%bc%ed%95%98%ea%b8%b0-%ec%89%ac%ec%9a%b4-%ec%88%8f%ed%8f%bc-%ec%b1%8c/,"너 오늘 아티클 몇 개 볼 거야!! 따라하기 쉬운 숏폼 챌린지 모아왔어요! [SNS 최신 숏폼, 틱톡, 기아타이거즈 삐끼삐끼 챌린지]",2024-08-06,SNS|밈|숏폼|챌린지,https://gogumafarm.kr/wp-content/uploads/2024/08/고구마팜-말랭이썸네일_240806-scaled.jpg,true,SNS|밈|숏폼|챌린지|틱톡,0,success,1,28,8e5dde0398b6fd98323d564ae7ffae3ac440e5ee5d09d6a34d73380a7a1269ba,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,x%ec%97%90%ec%84%9c-%eb%9c%a8%ea%b3%a0-%ec%9e%88%eb%8a%94-%ec%b5%9c%ec%8b%a0-%eb,https://gogumafarm.kr/x%ec%97%90%ec%84%9c-%eb%9c%a8%ea%b3%a0-%ec%9e%88%eb%8a%94-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%eb%b0%94%eb%a1%9c-%ed%99%9c%ec%9a%a9%ed%95%98%ea%b8%b0-%ec%a2%8b%ec%9d%80-%eb%b0%88-%ec%95%8c%eb%a0%a4%eb%93%9c/,X에서 뜨고 있는 최신 밈! 바로 활용하기 좋은 밈 알려드림,2024-07-30,SNS|X(트위터)|밈,https://gogumafarm.kr/wp-content/uploads/2024/07/고구마팜-말랭이썸네일_240730-01-1-scaled.jpg,true,SNS|X(트위터)|밈,0,success,1,29,6cb49532e7ca9e38782f3b01d9cfec152ad1e97a324a79ae35b15474b420ded5,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%95%84%ec%a7%81-%ec%9d%b8%eb%a5%98%ea%b0%80-%ec%9d%b4%ed%95%b4%ed%95%98%ea%b8,https://gogumafarm.kr/%ec%95%84%ec%a7%81-%ec%9d%b8%eb%a5%98%ea%b0%80-%ec%9d%b4%ed%95%b4%ed%95%98%ea%b8%b0-%ed%9e%98%eb%93%a0-%ec%b1%8c%eb%a6%b0%ec%a7%80-%ec%b5%9c%ec%8b%a0-%ec%88%8f%ed%8f%bc-%ec%b1%8c%eb%a6%b0%ec%a7%80/,"아직 인류가 이해하기 힘든 챌린지! 최신 숏폼 챌린지 감성 보고 가세요~ [사랑했나봐 챌린지, 티라미수케익 챌린지, 류정란, 잔망루피, NCT WISH]",2024-06-25,SNS|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2024/06/240625.png,true,SNS|밈|바이럴|숏폼|챌린지,0,success,1,30,513e320dae4e76837afa9732269d66bce8096d430feecdaf8b63ff59148bc8bf,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%97%90%ec%9d%b4%ec%94%a8-%ea%b8%b0%eb%b6%84%ec%9d%b4%eb%8b%a4-%ec%b5%9c%ec%8b,https://gogumafarm.kr/%ec%97%90%ec%9d%b4%ec%94%a8-%ea%b8%b0%eb%b6%84%ec%9d%b4%eb%8b%a4-%ec%b5%9c%ec%8b%a0%eb%b0%88-%eb%ac%b4%eb%a3%8c-%ea%b3%b5%ea%b0%9c-2024%eb%85%84-5%ec%9b%94-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%eb%aa%a8/,에이씨 기분이다~!! 최신 밈 무료 공개!! (2024년 5월 최신 밈 모음),2024-05-30,X|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2024/05/고구마팜-240530_주간-아티클_최신-밈으로-가는-길_02.jpg,true,밈|바이럴,9,success,1,31,433e560a25805896332a348e9c86dc46236960441f0a82e8db479972d59c5049,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ed%8a%b8%eb%a0%8c%eb%93%9c-%eb%84%88%eb%ac%b4-%eb%b9%a8%eb%a6%ac-%eb%b0%94%eb%8,https://gogumafarm.kr/%ed%8a%b8%eb%a0%8c%eb%93%9c-%eb%84%88%eb%ac%b4-%eb%b9%a8%eb%a6%ac-%eb%b0%94%eb%80%8c%ec%a7%80%eb%a7%8c-%ea%b7%b8%eb%9e%98%eb%8f%84-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%ec%97%85%eb%8d%b0%ec%9d%b4/,트렌드 너무 빨리 바뀌지만… 그래도 최신 밈 업데이트 킵고잉~! (2024년 4월 최신 밈 모음집),2024-04-02,X(트위터)|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2024/04/고구마팜-240402_주간-아티클_최신-밈-03-01-1.jpg,true,X(트위터)|밈|바이럴|트렌드,0,success,1,32,515a15749d3ff1ef1b9a6f5027c547aa85c54f9e31e2c51b78eda3d4673e2a41,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%9a%94%ec%a6%98-x%ed%8a%b8%ec%9c%84%ed%84%b0%ec%97%90%ec%84%9c-%eb%8b%a4%eb%9,https://gogumafarm.kr/%ec%9a%94%ec%a6%98-x%ed%8a%b8%ec%9c%84%ed%84%b0%ec%97%90%ec%84%9c-%eb%8b%a4%eb%93%a4-%eb%94%b0%eb%9d%bc-%ed%95%9c%eb%8b%a4%eb%8a%94-%ec%82%b4%eb%a6%bc%ed%95%98%eb%8a%94-%eb%8f%84%eb%a1%9c%eb%a1%9c/,요즘 X(트위터)에서 다들 따라 한다는 ‘살림하는 도로로’ 말투! 바로 사용할 수 있게 알려드림 [최신 밈],2024-04-02,X(트위터)|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2024/04/240401.png,true,X(트위터)|밈|바이럴,0,success,1,33,53d7121c86b84c5aee04636e5a6e566de898abe03e6b5a469beeeba858bfd5c1,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%9a%94%ec%a6%98-x%ed%8a%b8%ec%9c%84%ed%84%b0%ec%97%90%ec%84%a0-%eb%ad%90%ea%b,https://gogumafarm.kr/%ec%9a%94%ec%a6%98-x%ed%8a%b8%ec%9c%84%ed%84%b0%ec%97%90%ec%84%a0-%eb%ad%90%ea%b0%80-%ec%9c%a0%ed%96%89%ec%9d%b4%ec%95%bc-%ec%b9%b4%ec%b9%b4%ec%98%a4-%eb%af%b8%eb%8b%88-%ec%9d%b4%eb%aa%a8%ed%8b%b0/,"요즘 X(트위터)에선 뭐가 유행이야? [카카오 미니 이모티콘, 춘식이, 최신 밈, 발을씻자]",2024-03-21,X(트위터)|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2024/03/240321-02-1.png,true,X(트위터)|밈|바이럴|유행,0,success,1,34,6adab9e58acb9b5294336e7307120b7eba6fa8ce3c7d057373a258457d029407,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%a7%80%ea%b8%88-sns%eb%a5%bc-%ec%a0%90%eb%a0%b9%ed%95%9c-%ec%82%ac%ea%b1%b4%e,https://gogumafarm.kr/%ec%a7%80%ea%b8%88-sns%eb%a5%bc-%ec%a0%90%eb%a0%b9%ed%95%9c-%ec%82%ac%ea%b1%b4%ec%9d%b4%eb%8b%a4-%eb%b0%88-%eb%b9%a0%eb%a5%b4%ea%b2%8c-%ed%99%95%ec%9d%b8%ed%95%98%ea%b3%a0-%ec%82%ac%ec%9a%a9/,지금 SNS를 점령한 ‘사건이다’ 밈! 빠르게 확인하고 사용해 보세요! (2024년 3월 최신 밈 모음집),2024-03-18,X(트위터)|밈|바이럴|틱톡|해외,https://gogumafarm.kr/wp-content/uploads/2024/03/고구마팜-아티클썸네일_사건밈.png,true,SNS|X(트위터)|밈|바이럴|틱톡,0,success,1,35,a608f2a31c151a50737a4ce8f97fdfdbee8dc59ee208899e491ed4d460e476a4,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%eb%b0%b0%ec%9a%b0-%ed%99%a9%ec%a0%95%eb%af%bc%ec%9d%b4-%eb%b6%80%eb%a5%b4%eb%8a,https://gogumafarm.kr/%eb%b0%b0%ec%9a%b0-%ed%99%a9%ec%a0%95%eb%af%bc%ec%9d%b4-%eb%b6%80%eb%a5%b4%eb%8a%94-%eb%8b%ac%eb%94%94%eb%8b%a8-%eb%b0%a4%ec%96%91%ea%b0%b1-%ec%95%8c%ea%b3%a0-%eb%b3%b4%eb%8b%88-%ec%9e%a5%ec%9d%b8/,"배우 황정민이 부르는 달디단 밤양갱? 알고 보니 장인 정신 느껴지는 리믹스 콘텐츠라고! [최신 밈, 인기 릴스]",2024-03-12,밈|바이럴|숏폼|유튜브,https://gogumafarm.kr/wp-content/uploads/2024/03/고구마팜아티클썸네일_비비밤양갱2.png,true,릴스|밈|바이럴|숏폼,0,success,1,36,c400c86925e3b7d89e96a22196dffd006a20ee312a49277b13eb69c7b999be1f,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%96%b4%eb%91%a0%ec%9d%98-%ec%95%84%ec%9d%b4%ec%9c%a0-%ec%96%b4%eb%91%a0%ec%9d,https://gogumafarm.kr/%ec%96%b4%eb%91%a0%ec%9d%98-%ec%95%84%ec%9d%b4%ec%9c%a0-%ec%96%b4%eb%91%a0%ec%9d%98-%eb%94%94%ed%86%a0-%ec%9a%94%ec%a6%98-%ec%8a%a4%eb%a9%80%ec%8a%a4%eb%a9%80-%ec%9c%a0%ed%96%89%ed%95%98%ea%b3%a0/,"어둠의 아이유? 어둠의 디토? 요즘 스멀스멀 유행하고 있는 최신 밈! [비비 밤양갱, SNL 임시완]",2024-03-11,X(트위터)|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2024/03/고구마팜아티클썸네일_어둠의OOO-1-1.png,true,X(트위터)|밈|바이럴|유행,0,success,1,37,c6d1daa2cef4db9ace4904fa7cbb99fa08cf8fd37dc2952b704c9396ae29ead5,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%a7%80%ea%b8%88-%ea%b0%80%ec%9e%a5-%ed%95%ab%ed%95%9c-%ed%99%98%ec%8a%b9%ec%9,https://gogumafarm.kr/%ec%a7%80%ea%b8%88-%ea%b0%80%ec%9e%a5-%ed%95%ab%ed%95%9c-%ed%99%98%ec%8a%b9%ec%97%b0%ec%95%a03%ec%97%90%ec%84%9c-%ed%83%84%ec%83%9d%ed%95%9c-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%eb%b9%a0%eb%a5%b4%ea%b2%8c/,지금 가장 핫한 환승연애3에서 탄생한 최신 밈! 빠르게 알려드려요!,2023-12-21,X(트위터)|밈|유튜브,https://gogumafarm.kr/wp-content/uploads/2023/12/고구마팜올해가-가기-전-알아야-할-최신-밈-등장-02.png,true,X(트위터)|밈,1,success,1,38,999c72a2b06e5aa5da5fd14566f1a7ba9c11b2c13a84fbad418cbbfd2ade983c,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,2023-%eb%b0%88-%ec%b5%9c%ec%a2%85-%ec%a0%95%eb%a6%ac-%ec%95%84%ed%8b%b0%ed%81%b4,https://gogumafarm.kr/2023-%eb%b0%88-%ec%b5%9c%ec%a2%85-%ec%a0%95%eb%a6%ac-%ec%95%84%ed%8b%b0%ed%81%b4-%ed%95%98%eb%82%98%eb%a1%9c-%eb%81%9d%eb%83%85%ec%8b%9c%eb%8b%a4/,2023 밈 최종 정리! 아티클 하나로 끝냅시다!,2023-12-19,밈|인터랙티브콘텐츠,https://gogumafarm.kr/wp-content/uploads/2023/12/고구마팜-아티클썸네일_2023밈어워즈.jpg,true,밈,0,success,1,39,34df495964b44c9868edea1a0c8f5c7a86ae2106671f303769e3bd8ac0e51826,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%9a%94%ec%a6%98%ec%9d%80-%eb%af%b8%ec%b3%a4%eb%8b%a4-%eb%8c%80%ec%8b%a0-%ed%8,https://gogumafarm.kr/%ec%9a%94%ec%a6%98%ec%9d%80-%eb%af%b8%ec%b3%a4%eb%8b%a4-%eb%8c%80%ec%8b%a0-%ed%8f%ad%eb%a3%a1%ec%a0%81%ec%9d%b4%eb%8b%a4-%ea%b0%80%ec%9d%84%eb%a7%9e%ec%9d%b4-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%ec%97%85/,"요즘은 ‘미쳤다’ 대신 ‘폭룡적이다’?! 가을맞이 최신 밈 업데이트! (9, 10월 최신 밈 모음집)",2023-10-18,X(트위터)|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2023/10/고구마팜-아티클썸네일_최신밈_폭룡적.png,true,X(트위터)|밈|바이럴,8,success,1,40,88221baa36208a1022f099e964812f1bbfa333275b3139cd16276c777ddb1299,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%96%b4%eb%8a%90%eb%8d%a7-%ec%b9%b4%ec%9a%b0%eb%a3%bd%ec%b9%b4%ec%9a%b0%eb%a3%,https://gogumafarm.kr/%ec%96%b4%eb%8a%90%eb%8d%a7-%ec%b9%b4%ec%9a%b0%eb%a3%bd%ec%b9%b4%ec%9a%b0%eb%a3%bd-%ea%b0%9c%ed%81%b0%ea%b5%ac%eb%a7%a4%ec%9a%94-%ec%9d%b4-%ec%b5%9c%ec%8b%a0-%eb%b0%88%ec%9d%b4-%eb%82%af/,어느덧 ‘카우룽카우룽’ ‘개큰구매요!’ 이 최신 밈이 낯설게 느껴진다면? 고구마팜 꽉껴!! (2023년 10월 최신 밈 모음집),2023-10-17,X(트위터)|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2023/10/고구마팜-아티클썸네일_2023_10월최신밈-1.png,true,X(트위터)|밈|바이럴,1,success,1,41,411c46bd33d8287cba0a64f9009317ab2491fd874289f25f022b08a660205e24,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%95%88%ec%84%b8%ec%98%81%ec%9d%80-%ec%82%ac%ec%8b%a4-%ec%a7%b1%ec%84%b8%ec%98,https://gogumafarm.kr/%ec%95%88%ec%84%b8%ec%98%81%ec%9d%80-%ec%82%ac%ec%8b%a4-%ec%a7%b1%ec%84%b8%ec%98%81-21%ec%b4%88-%eb%a7%8c%ec%97%90-%ec%a0%84%ec%97%ad%ed%95%9c-%ec%a7%80%ec%9c%a0%ec%b0%ac-%ec%95%84%ec%8b%9c%ec%95%88/,안세영은 사실 짱세영! 21초 만에 전역한 지유찬! 아시안게임에도 밈이 있다고?,2023-10-16,X(트위터)|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2023/10/1016.png,true,X(트위터)|밈|바이럴,0,success,1,42,1c544b970ff21c8ceddfbd314cb1a8b2f15cd4125e34a82bc387cf72cff7a675,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%b5%9c%ec%8b%a0-%eb%b0%88-%eb%b9%a8%eb%a6%ac-%ec%95%8c%eb%a0%a4%ec%a3%bc%ec%8,https://gogumafarm.kr/%ec%b5%9c%ec%8b%a0-%eb%b0%88-%eb%b9%a8%eb%a6%ac-%ec%95%8c%eb%a0%a4%ec%a3%bc%ec%87%bc-%ec%9d%b4%ea%b1%b4-%eb%82%b4-%eb%b6%80%ed%83%81%ec%9d%b4%ec%98%a4-23%eb%85%84-8%ec%9b%94-%ec%b5%9c%ec%8b%a0/,최신 밈 빨리 알려주쇼. 이건 내 부탁이오. (23년 8월 최신 밈 모음집),2023-08-24,SNS|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2023/08/고구마팜-아티클썸네일_202308밈2_-1.png,true,SNS|밈|바이럴,3,success,1,43,c73099a08a8e7f013adabf8d2bc42c2dae96306c632824a8e8eaba3fdcb7fb8e,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%8a%a4%eb%a0%88%eb%93%9c%ec%97%90%ec%84%9c-%ed%8d%bc%ec%a7%84-%eb%b0%88%ec%9d,https://gogumafarm.kr/%ec%8a%a4%eb%a0%88%eb%93%9c%ec%97%90%ec%84%9c-%ed%8d%bc%ec%a7%84-%eb%b0%88%ec%9d%84-%ec%b0%be%ea%b3%a0-%ec%9e%88%eb%8b%a4%eb%a9%b4-%ea%b8%b0%ec%95%84-%ed%83%80%ec%9d%b4%ea%b1%b0%ec%a6%88-%ea%b9%80/,스레드에서 퍼진 밈을 찾고 있다면? [기아 타이거즈 김도영 선수 ‘그런 날 있잖아’],2023-07-24,밈|바이럴|스레드,https://gogumafarm.kr/wp-content/uploads/2023/07/IMG_7666-3.jpg,true,밈|바이럴,1,success,1,44,009075cfe957ec1d39d51410c0240d4e7f9f79c2b8a45f343a1c62c426df6490,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ea%b3%a0%ea%b5%ac%eb%a7%88%ed%8c%9c-%ec%82%ac%eb%ac%b4%ec%a0%81%ec%9d%b8-%ed%83,https://gogumafarm.kr/%ea%b3%a0%ea%b5%ac%eb%a7%88%ed%8c%9c-%ec%82%ac%eb%ac%b4%ec%a0%81%ec%9d%b8-%ed%83%9c%eb%8f%84-%ec%84%ad%ec%84%ad%ed%95%98%eb%84%a4%ec%9a%94-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%eb%aa%a8%eb%a5%b4%ea%b2%a0/,최신 밈 모르겠다면 클릭! (23년 7월 최신 밈 모음집),2023-07-21,X(트위터)|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2023/07/고구마팜-아티클썸네일_최신밈202307.png,true,X(트위터)|밈|바이럴,5,success,1,45,adaa99a46681d9504206a94667780b1c369806c787d50b3e232013a290538383,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%eb%b0%94%ec%9d%b4%eb%9f%b4%ed%95%a0-%eb%95%8c-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%ec%,https://gogumafarm.kr/%eb%b0%94%ec%9d%b4%eb%9f%b4%ed%95%a0-%eb%95%8c-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%ec%96%b4%eb%95%8c%ec%9a%94-%ec%9d%b4%ea%b1%b0-%ec%a0%84%ea%b3%b5%ec%97%90%ec%84%9c-%eb%b0%b0%ec%9a%b4%ea%b1%b4%eb%8d%b0/,바이럴할 때 최신 밈 어때요? [이거 전공에서 배운건데 / 맥도날드 햄버거 100개],2023-07-18,X(트위터)|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2023/07/IMG_7666-2.jpg,true,X(트위터)|밈|바이럴,0,success,1,46,5a80d2c36a38c979a137e6a2a01305e05626d3105cd642152bcd1b9202b35011,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%95%8c%ec%93%b8%ec%b5%9c%eb%b0%88-%ec%95%8c%ec%95%84%eb%91%90%eb%a9%b4-%ec%93,https://gogumafarm.kr/%ec%95%8c%ec%93%b8%ec%b5%9c%eb%b0%88-%ec%95%8c%ec%95%84%eb%91%90%eb%a9%b4-%ec%93%b8-%eb%8d%b0-%ec%9e%88%eb%8a%94-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%eb%aa%a8%ec%9d%8c-%ea%b3%b5%eb%ac%b4%ec%9b%90-%ed%8f%ad/,알쓸최밈 : 알아두면 쓸 데 있는 최신 밈 모음! [공무원 폭력성 실험 / 어떻게 지평좌표계로 고정을 하셨죠?],2023-06-27,X(트위터)|밈|유튜브,https://gogumafarm.kr/wp-content/uploads/2023/06/IMG_7666-24.jpg,true,X(트위터)|밈,2,success,1,47,eb907871c512c8e892291cdfa4a201619686d32878c6cf49dd5db12baec059dd,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%eb%8b%b9%ec%9c%bc%eb%a1%9c-%eb%81%9d%eb%82%98%eb%8a%94-%eb%8b%a8%ec%96%b4-%ec%8,https://gogumafarm.kr/%eb%8b%b9%ec%9c%bc%eb%a1%9c-%eb%81%9d%eb%82%98%eb%8a%94-%eb%8b%a8%ec%96%b4-%ec%84%b8-%ea%b0%80%ec%a7%80%eb%8a%94-%eb%8b%a4-%eb%aa%a8%eb%a5%b4%ea%b2%a0%ea%b3%a0-%ec%b5%9c%ec%8b%a0%eb%b0%88%ec%9d%b4/,당으로 끝나는 단어 세 가지는?! 다 모르겠고 최신밈이당,2023-06-07,X(트위터)|밈|유튜브,https://gogumafarm.kr/wp-content/uploads/2023/06/고구마팜-아티클썸네일_최신밈모음1.png,true,X(트위터)|밈,4,success,1,48,077d623212949cbc3fb157dbe1122b334869264b0109969b20221f95f8d31fa3,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%eb%bb%94%eb%bb%94%ed%95%98%eb%a9%b4-%ec%98%a4%ed%9e%88%eb%a0%a4-%ec%a2%8b%ec%95,https://gogumafarm.kr/%eb%bb%94%eb%bb%94%ed%95%98%eb%a9%b4-%ec%98%a4%ed%9e%88%eb%a0%a4-%ec%a2%8b%ec%95%84-%ed%8a%b8%ec%9c%84%ed%84%b0-%ec%b5%9c%ec%8b%a0-%eb%b0%88-%eb%aa%a8%ec%9d%8c-%eb%ac%b4%ec%a1%b0%ea%b1%b4-%eb%b0%95/,"뻔뻔하면 오히려 좋아! 트위터 최신 밈 모음 [무조건 박수갈채, close. to, 혼잣말 아티스트]",2023-06-05,X(트위터)|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2023/06/IMG_7666.jpg,true,X(트위터)|밈|바이럴,0,success,1,49,440a7468d427a5b9dc4d77dc88b87b35057bbba2169fb20970bf6dcdbdd8796b,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%a7%80%ea%b8%88-%eb%b0%94%eb%a1%9c-%ec%8d%a8%ec%95%bc-%ed%95%98%eb%8a%94-%ed%,https://gogumafarm.kr/%ec%a7%80%ea%b8%88-%eb%b0%94%eb%a1%9c-%ec%8d%a8%ec%95%bc-%ed%95%98%eb%8a%94-%ed%8a%b8%ec%9c%84%ed%84%b0-%ec%b5%9c%ec%8b%a0%eb%b0%88-%ec%9a%94%ec%a6%98-%ec%8a%a4%eb%a9%80%ec%8a%a4%eb%a9%80-%ec%9c%a0/,"지금 바로 써야 하는 트위터 최신밈! [요즘 스멀스멀 유행하는 녹색들, 그냥 카페]",2023-05-16,X(트위터)|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2023/05/IMG_7666-16.jpg,true,X(트위터)|밈|바이럴|유행,0,success,1,50,edc89c8cf5922246e5987ddd773f2e2d6832e3f49afaf3fae53106d2c7c27f9b,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ed%8a%b8%ec%9c%84%ed%84%b0-%ec%b5%9c%ec%8b%a0-%eb%b0%88%ec%9d%84-%eb%b0%b0%ec%9,https://gogumafarm.kr/%ed%8a%b8%ec%9c%84%ed%84%b0-%ec%b5%9c%ec%8b%a0-%eb%b0%88%ec%9d%84-%eb%b0%b0%ec%9b%8c%eb%b3%b4%ec%9e%90-%ec%8a%a4%eb%a9%80%ec%8a%a4%eb%a9%80-%ec%9e%ac%ec%9c%a0%ed%96%89%ed%95%98%eb%8a%94-%ea%b2%83/,"트위터 최신 밈을 배워보자! [스멀스멀 재유행하는 것들, 넌 내가 바보로 보여?]",2023-04-18,X(트위터)|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2023/04/IMG_7666-5.jpg,true,X(트위터)|밈|바이럴|유행,0,success,1,51,90736be8d87e51548581d3b0ef9cf8411c419299db945a519f57af3c6a6e19f3,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%ec%95%84%eb%8a%94-%eb%a7%8c%ed%81%bc-%eb%b3%b4%ec%9d%b4%eb%8a%94-%ec%9a%94%ec%a,https://gogumafarm.kr/%ec%95%84%eb%8a%94-%eb%a7%8c%ed%81%bc-%eb%b3%b4%ec%9d%b4%eb%8a%94-%ec%9a%94%ec%a6%98-%eb%b0%88-%eb%aa%a8%ec%9d%8c/,아는 만큼 보이는 요즘 밈 모음,2023-03-21,X(트위터)|밈,https://gogumafarm.kr/wp-content/uploads/2023/03/고구마팜-아티클썸네일_꼭알아야하는밈수정.png,true,X(트위터)|밈,5,success,1,52,8e988fb7a56fa21080c75f8dcd1e13540585c961e0b7ca8c8fb71e488a02b374,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%eb%8d%94-%ea%b8%80%eb%a1%9c%eb%a6%ac-%ec%8b%9c%ec%a6%8c2-%ec%95%88-%eb%b4%90%eb,https://gogumafarm.kr/%eb%8d%94-%ea%b8%80%eb%a1%9c%eb%a6%ac-%ec%8b%9c%ec%a6%8c2-%ec%95%88-%eb%b4%90%eb%8f%84-%ec%93%b8-%ec%88%98-%ec%9e%88%eb%8a%94-%eb%aa%85%eb%8c%80%ec%82%ac%ec%99%80-%eb%a7%88%ec%bc%80%ed%8c%85-%ed%99%9c/,더 글로리 시즌2 안 봐도 쓸 수 있는 명대사와 마케팅 활용법!,2023-03-20,OTT|밈,https://gogumafarm.kr/wp-content/uploads/2023/03/IMG_7475-60.jpg,true,밈,4,success,1,53,35e0aa093c5e6f2003496118e6e741b9926e74e3c83f9518e998fac2b429616b,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
gogumafarm,최신 밈과 트렌드,%eb%b0%88%ec%9d%84-%ed%99%9c%ec%9a%a9%ed%95%9c-%eb%a7%88%ec%bc%80%ed%8c%85%ea%b3,https://gogumafarm.kr/%eb%b0%88%ec%9d%84-%ed%99%9c%ec%9a%a9%ed%95%9c-%eb%a7%88%ec%bc%80%ed%8c%85%ea%b3%bc-%ec%b5%9c%ec%8b%a0-%eb%b0%88/,밈을 활용한 마케팅과 최신 밈,2023-02-20,X(트위터)|밈|바이럴,https://gogumafarm.kr/wp-content/uploads/2023/02/IMG_7475-37.jpg,true,X(트위터)|밈|바이럴,0,success,1,54,369d19d5bc17e28facf5e3a8b9dbeff8aa66d8fff4189b5a036db1c78b69c7b8,2026-07-09.api_terms.1,2026-07-09T15:19:51+09:00
